Movie name,Description,Genre
The Seventh Seal," disillusioned swedish knight antonio block returns home   crusades  find  country   grips   black death,  challenges death   chess match   life. tormented   belief  god   exist, block sets    journey, meeting   traveling players    wife, mia,  becoming determined  evade death long enough  commit one redemption act   still lives.","Fantasy, Drama"
Memento,"leonard shell  tracking   man  raped  murdered  wife.  difficulty  locating  wife's killer, however,  compounded   fact   suffers   rare, unreadable form  short-term memory loss. although   recall details  life   accident, leonard cannot remember  happened fifteen minutes ago,   going,  why.","Mystery, Thriller"
Investigation of a Citizen Above Suspicion,"rome, italy.  committing  venous crime,  senior police officer exposes evidence incriminating    moral commitment prevents   circumventing  law   social order  protects.","Drama, Thriller"
20th Century Girl," 1999,  teen girl keeps close tabs   boy  school  behalf   deeply smitten best friend –   gets swept    love story   own.","Romance, Drama"
The Usual Suspects,"held   l.a. interrogation room, verbal kind attempts  convince  feds   mythic crime lord, keys size,   exists,   also responsible  drawing    four partners   multi-million dollar heist  ended   explosion  san pedro harbor – leaving  survivors. verbal lures  interrogations   incredible story   crime lord's almost supernatural prowess.","Drama, Crime, Thriller"
Steven Universe: The Movie,"two years  bringing peace   galaxy, steven universe sees  past come back  haunt    form   deranged gem  wants  destroy  earth.","TV Movie, Adventure, Animation, Comedy, Fantasy, Music, Science Fiction, Action, Drama"
Top Gun: Maverick,"   thirty years  service  one   navy’s top aviators,  dodging  advancement  rank  would ground him, pete “maverick” mitchell finds  training  detachment  top gun graduates   specialized mission  likes    living pilot  ever seen.","Action, Drama"
Tokyo Story," elderly shukishi   wife, tomb, take  long journey   small seaside village  visit  adult children  tokyo.  elder son, kochi,  doctor,   daughter, shire,  hairdresser,   much time  spend   aged parents,    falls  nowiki,  widow   younger son   killed   war,  keep  in-laws company.",Drama
Alien,"  return   earth, commercial spaceship nostromo intercepts  distress signal   distant planet.   three-member team   crew discovers  chamber containing thousands  eggs   planet,  creature inside one   eggs attacks  explorer.  entire crew  unaware   impending nightmare set  descend upon    alien parasite planted inside  unfortunate host  birth.","Horror, Science Fiction"
Vertigo," retired san francisco detective suffering  acrophobia investigates  strange activities   old friend's wife,    becoming dangerously obsessed  her.","Mystery, Romance, Thriller"
Scarface," getting  green card  exchange  assassination  cuban government official, tony montana stakes  claim   drug trade  miami. variously murdering anyone  stands   way, tony eventually becomes  biggest drug lord   state, controlling nearly   cocaine  comes  miami.  increased pressure   police, wars  colombia drug cartels    drug-fueled paranoia serve  fuel  flames   eventual downfall.","Action, Crime, Drama"
The Departed," take  south boston's irish mafia,  police send  one     infiltrate  underworld,  realizing  syndicate  done likewise.   undercover cop carries favor   mob kingpin,  career criminal rises   police ranks.   sides soon discover there's  mole among them.","Drama, Thriller, Crime"
Flow," solitary cat, displaced   great flood, finds refuge   boat  various species  must navigate  challenges  adapting   transformed world together.","Animation, Adventure, Fantasy, Family"
Good Will Hunting,"headstone yet harmless,  hunting   genius-level iq  chooses  work   janitor  mit.   secretly solves highly difficult graduate-level math problems,  talents  discovered  professor gerald lambda,  decides  help  misguided youth reach  potential.    arrested  attacking  police officer, professor lambda makes  deal  get leniency     gets court-ordered therapy. eventually, therapist dr. sean mature helps  confront  demons   holding  back.",Drama
Innocent Voices," young boy, attempting    normal childhood  1980s el salvador,  caught    dramatic fight   life   desperately tries  avoid  war   raging  around him.","Drama, War"
Silenced,"based  actual events  took place  gwangju india school   hearing-impaired,  young deaf students   victims  repeated sexual assaults  faculty members   period  five years   early 2000s.",Drama
Casablanca," casablanca, morocco  december 1941,  cynical american expatriate meets  former lover,  unforeseen complications.","Drama, Romance"
The Kid, trump cares   boy   abandoned   newborn   mother. later  mother   change  heart  acres   reunited   son.,"Comedy, Drama"
Capernaum," running away   negligent parents, committing  violent crime   sentenced  five years  jail,  hardened, streetwise 12-year-old lebanese boy sues  parents  protest   life   given him.",Drama
Piper," mother bird tries  teach  little one   find food  herself.   process,  encounters  traumatic experience   must overcome  order  survive.","Family, Animation"
My Hero Academia: Heroes Rising,"class 1-a visits abu island   finally get    real hero work.  place   peaceful    like  vacation...   attacked   villain   unfathomable quick!  power  early familiar,   looks like shigaraki   hand   plan.    might retired  citizens' lives   line, there's  time  questions. dek   friends   next generation  heroes,    island's  hope.","Animation, Action, Fantasy, Adventure"
Persona," young nurse, alma,  put  charge  elizabeth roller:  actress   seemingly healthy   respects,    talk.   spend time together, alma speaks  elizabeth constantly, never receiving  answer.",Drama
The Truman Show, insurance salesman begins  suspect   whole life  actually  sort  reality tv show.,"Comedy, Drama"
Singin' in the Rain," 1927 hollywood,  silent film production company  cast make  difficult transition  sound.","Comedy, Romance"
Palmer," 12 years  prison, former high school football star eddie palmer returns home  put  life back together—and forms  unlikely bond  sam,  outcast boy   troubled home.  eddie's past threatens  ruin  new life  family.",Drama
Central Station," emotional journey   former school teacher,  writes letters  illiterate people,   young boy, whose mother   died,   search   father  never knew.",Drama
Togo," untold true story set   winter  1925  takes  across  treacherous terrain   alaska tundra   exhilarating  uplifting adventure   test  strength, courage  determination  one man, leonard sepals,   lead sled dog, logo.","Adventure, Family"
My Friends,four inseparable friends try  face  midwife crisis  daytrips  pranks   expense   families   people around them.,Comedy
Black Clover: Sword of the Wizard King,"  lionhearted boy  can't wield magic strives   title  wizard king, four banished wizard kings   return  crush  clover kingdom.","Animation, Fantasy, Action, Adventure"
Taxi Driver, mentally unstable vietnam war veteran works   night-time taxi driver  new york city   perceived cadence  please feed  urge  violent action.,"Crime, Drama"
Dune: Part Two,"follow  mythic journey  paul strides   unites  chain   bremen    path  revenge   conspirators  destroyed  family. facing  choice   love   life   fate   known universe, paul endeavors  prevent  terrible future    foresee.","Science Fiction, Adventure"
8½,"guide anselmi,  film director, finds  creatively barren   peak   career. urged   doctors  rest, anselmi heads   luxurious resort,   sorry group gathers—his producer, staff, actors, wife, mistress,  relatives—each one begging   get    show.  retreat   dependency,  fantasies  past women  dreams   childhood.",Drama
Violet Evergarden: Eternity and the Auto Memory Doll,"violet evergreen comes   private women's academy  tutor isabella   ways    lady. heir   york family, isabella feels trapped   new  uncomfortable world.  still grieve    person  ever bring  happiness –  lost  her. violet's lessons  give   brief respite   melancholy    absence  joy,  long   take  truly heal?","Drama, Fantasy, Animation"
Joker,"  1980s,  failed stand-up comedian  driven insane  turns   life  crime  chaos  gotham city  becoming  infamous psychopathic crime figure.","Crime, Thriller, Drama"
Bound by Honor,"based   true life experiences  poet jimmy santiago back,  film focuses  half-brothers pack  cruz,   bi-racial cousin mile.  opens  1972,   three  members   east l.a. gang known   ""datos locos"",   story focuses    violent crime   influence  narcotics alter  lives. mile  incarcerated  sent  san question,   makes  ""home""  himself. cruz becomes  exceptional artist,   heroin addiction overcomes   tragic results. pack becomes  cop   enemy   ""canal"", mile.","Crime, Action, Drama, Thriller"
Terminator 2: Judgment Day,"ten years   events   original,  programmed t-800  sent back  time  protect young john connor   shape-shifting t-1000. together   mother sarah,  fights  stop skeet  triggering  nuclear apocalypse.","Action, Thriller, Science Fiction"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"  insane general jack d. rapper initiates  nuclear strike   soviet union,  war room full  politicians, generals   russian diplomat  practically try  stop it.","Comedy, War"
